<![LOG[The user is not in presentation mode at notification process startup. 	 (Microsoft.SoftwareCenter.Client.Notification.SingleInstanceApplication at OnStartup)]LOG]!><time="04:50:22.4214388" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="C01007C2",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P110025A",ProgramID="Generate_Links" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P1100257",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P11002A6",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2166578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P1100AD3",ProgramID="*" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P11003A5",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P110035D",ProgramID="InstallSilent" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2322578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2478578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P1100585",ProgramID="InstallSilent_x64" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2478578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2478578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2478578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="C0100D94",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2478578" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2478578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2478578" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P11006A9",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Reboot post install action for child WLAN x64 G1 G2 G3 19.10.2.1 - Install is 0 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at GetProgramPostInstallAction)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P11006BE",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2790579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P1100740",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Program CCM_Program.PackageID="P1100740",ProgramID="Install" is not published, has no future run time and has run more than 24 hours ago, skipping. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at ShowPreviouslyRunProgramInInstallationStatus)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[The application has already run and it should not be shown, this wont show in the status view. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AppplicationShouldShowInStatus)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P1100814",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.2946579" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Program CCM_Program.PackageID="P1100814",ProgramID="Install" is not published, has no future run time and has run more than 24 hours ago, skipping. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at ShowPreviouslyRunProgramInInstallationStatus)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[The application has already run and it should not be shown, this wont show in the status view. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AppplicationShouldShowInStatus)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P110098D",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Program CCM_Program.PackageID="P110098D",ProgramID="Install" is not published, has no future run time and has run more than 24 hours ago, skipping. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at ShowPreviouslyRunProgramInInstallationStatus)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[The application has already run and it should not be shown, this wont show in the status view. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AppplicationShouldShowInStatus)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P1100A00",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.3102580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Program.PackageID="P1100A2F",ProgramID="Install" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.3258580" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.3258580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Getting program dependencies restart required information 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.3258580" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Software WLAN 19.10.7.1 HP G1 G2 G3 x64 19.10.7.1 - Install is an optional software, adding it to the new optional software queue 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AddNewApplication)]LOG]!><time="04:50:33.3726581" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Retrieving application info for event type UpdateAvailable 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at RetrieveNewApplicationInfo)]LOG]!><time="04:50:33.3726581" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Getting all instances of CCM_SoftwareUpdate 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.3726581" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Executing WMI query: Select * From CCM_SoftwareUpdate 	 (Microsoft.SoftwareCenter.Client.Data.WmiConnectionManager at ExecuteQuery)]LOG]!><time="04:50:33.3726581" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Found application CCM_SoftwareUpdate.UpdateID="Site_6A346064-BA31-4989-8165-36BB08CF245D/SUM_c69d93eb-f442-4c35-bb7d-d2dc3060299c" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_SoftwareUpdate.UpdateID="Site_6A346064-BA31-4989-8165-36BB08CF245D/SUM_74feca35-49c7-4c1f-a3c6-fede99fd6113" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_SoftwareUpdate.UpdateID="Site_6A346064-BA31-4989-8165-36BB08CF245D/SUM_790cae0d-5adc-48ba-9054-743bcef9bfe8" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_SoftwareUpdate.UpdateID="Site_6A346064-BA31-4989-8165-36BB08CF245D/SUM_30fc8d66-5355-4b7e-8068-8290fa29ff6b" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.4194581" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_SoftwareUpdate.UpdateID="Site_6A346064-BA31-4989-8165-36BB08CF245D/SUM_01b22bd0-0ddf-4cd7-bbf3-5669e8c42dff" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.4350582" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:33.4350582" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Retrieving application info for event type AppAvailable 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at RetrieveNewApplicationInfo)]LOG]!><time="04:50:33.4350582" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Getting all instances of CCM_Application 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:33.4350582" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Executing WMI query: Select * From CCM_Application WHERE EvaluationState != 2 AND UserUIExperience = TRUE 	 (Microsoft.SoftwareCenter.Client.Data.WmiConnectionManager at ExecuteQuery)]LOG]!><time="04:50:33.4350582" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Found application CCM_Application.Id="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_1aa2a591-f4a0-47ee-b426-4749bcec5719",IsMachineTarget=TRUE,Revision="9" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:34.2774597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:34.2774597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Executing WMI query: select * from CCM_RequestedAppPolicy where AppId="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_1aa2a591-f4a0-47ee-b426-4749bcec5719" 	 (Microsoft.SoftwareCenter.Client.Data.WmiConnectionManager at ExecuteQuery)]LOG]!><time="04:50:34.2930597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[The application is enforced more than 24 hours ago, this wont show in the status view. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AppplicationShouldShowInStatus)]LOG]!><time="04:50:34.2930597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Application.Id="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_52ed240f-fd0b-439e-ac5b-b205a6919cf1",IsMachineTarget=TRUE,Revision="3" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:34.2930597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:34.2930597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Executing WMI query: select * from CCM_RequestedAppPolicy where AppId="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_52ed240f-fd0b-439e-ac5b-b205a6919cf1" 	 (Microsoft.SoftwareCenter.Client.Data.WmiConnectionManager at ExecuteQuery)]LOG]!><time="04:50:34.2930597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[The application is enforced more than 24 hours ago, this wont show in the status view. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AppplicationShouldShowInStatus)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Application.Id="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_5ad05f8e-8630-4ad5-bbd9-3403f66e7502",IsMachineTarget=TRUE,Revision="4" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Executing WMI query: select * from CCM_RequestedAppPolicy where AppId="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_5ad05f8e-8630-4ad5-bbd9-3403f66e7502" 	 (Microsoft.SoftwareCenter.Client.Data.WmiConnectionManager at ExecuteQuery)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[The application is enforced more than 24 hours ago, this wont show in the status view. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AppplicationShouldShowInStatus)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Found application CCM_Application.Id="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_cf64245a-07be-4f8c-b043-2cb513ed1632",IsMachineTarget=TRUE,Revision="13" 	 (Microsoft.SoftwareCenter.Client.Data.WmiDataConnector at GetAllApplicationsWithType)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[Converting WMI object to application data. 	 (Microsoft.SoftwareCenter.Client.Data.WmiConverter at ConvertToApplication)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
<![LOG[Executing WMI query: select * from CCM_RequestedAppPolicy where AppId="ScopeId_6A346064-BA31-4989-8165-36BB08CF245D/APP_cf64245a-07be-4f8c-b043-2cb513ed1632" 	 (Microsoft.SoftwareCenter.Client.Data.WmiConnectionManager at ExecuteQuery)]LOG]!><time="04:50:34.3086597" date="8-23-2018" component="SCClient" context="" type="0" thread="1" file="">
<![LOG[The application is enforced more than 24 hours ago, this wont show in the status view. 	 (Microsoft.SoftwareCenter.Client.Data.UtilityClass at AppplicationShouldShowInStatus)]LOG]!><time="04:50:34.3242597" date="8-23-2018" component="SCClient" context="" type="1" thread="1" file="">
